id;context;question;answer
489;El incremento neto de clientes evoluciona positivamente, +27 ,9%, con un 13,7% de incremento en las puestas en servicio debido al crecimiento de la saturación horizontal en Bajíos y Distrito Federal así como en nueva edificación en Monterrey y Distrito Federal y a la contención de bajas.;¿A qué se debe que el incremento neto de clientes evolucione positivamente, +27 ,9%, con un 13,7% de incremento en las puestas en servicio?;al crecimiento de la saturación horizontal en Bajíos y Distrito Federal así como en nueva edificación en Monterrey y Distrito Federal y a la contención de bajas
490;El esfuerzo inversor realizado en este año, unido al conocimiento experto de los empleados de Aena, ha permitido la realización de numerosos proyectos en diferentes ámbitos.;¿Qué es lo que ha propiciado que se realicen numerosos proyectos en diferentes ámbitos?;El esfuerzo inversor realizado en este año, unido al conocimiento experto de los empleados de Aena
491;Asimismo, tenemos que acertar en los perfiles profesionales que vamos a necesitar en el futuro, porque la introducción de nuevas tecnologías exige también cambios en esa área.;¿Cuál es el motivo de que se tenga que acertar en los perfiles profesionales que se van a necesitar?;la introducción de nuevas tecnologías exige también cambios en esa área
492;Indra tiene el compromiso de ir más allá de la protección de los profesionales que se desplazan por motivos laborales y por ello ofrece el servicio de SIGEDES (sistema de gestión de desplazados) que engloba los aspectos de seguridad física, seguridad del entorno/trabajos, vacunaciones, teléfono de urgencias 24 horas y seguro médico.;¿Qué consecuencias tiene el compromiso de Indra de ir más allá de la protección de los profesionales que se desplazan por motivos laborales?;ofrece el servicio de SIGEDES (sistema de gestión de desplazados) que engloba los aspectos de seguridad física, seguridad del entorno/trabajos, vacunaciones, teléfono de urgencias 24 horas y seguro médico
493;Esta estrategia marcará, previsiblemente, la pauta del posicionamiento futuro en este complejo sector respecto al resto de operadores audiovisuales, dado que permite una mayor especialización y una significativa disminución del riesgo de negocio para Atresmedia.;¿Qué resultado se espera con una mayor especialización y disminución del riesgo de negocio para Atresmedia?;Esta estrategia marcará, previsiblemente, la pauta del posicionamiento futuro en este complejo sector respecto al resto de operadores audiovisuales
494;En relación a la información no ﬁnanciera, dado que Gas Natural Fenosa gestionó dichos negocios durante 2017, a pesar del proceso de desinversión, se incluyen las magnitudes relativas a dichos negocios, excepto cuando se especiﬁque que son magnitudes a cierre de ejercicio, en cuyo caso estos negocios no se consideran.;¿Por qué se incluyen magnitudes a dichos negocios en la información no financiera?;Gas Natural Fenosa gestionó dichos negocios durante 2017
495;• La evaluación y seguimiento de los proveedores existentes, como consecuencia del seguimiento de planes de acción, seguimiento de planes de desarrollo, valoración de encuestas y evolución de indicadores de desempeño.;¿De qué derivan la evaluación y seguimiento de los proveedores existentes?;del seguimiento de planes de acción, seguimiento de planes de desarrollo, valoración de encuestas y evolución de indicadores de desempeño
496;En parte como consecuencia de estas actuaciones, el crédito concedido en la Eurozona crecía +1,2% hasta noviembre de 2015, lo que refuerza el proceso de recuperación económica en marcha.;¿Qué implican estas actuaciones?;el crédito concedido en la Eurozona crecía +1,2% hasta noviembre de 2015, lo que refuerza el proceso de recuperación económica en marcha
497;En cuanto a valores de emisión, se ha producido un incremento de las emisiones directas de CO 2 con respecto a 2014, como consecuencia de una mayor producción de la generación térmica con carbón en España y la aportación de las actividades de distribución en Chile.;¿Cuál ha sido el resultado de una mayor producción de la generación térmica con carbón en España y la aportación de las actividades de distribución en Chile?;En cuanto a valores de emisión, se ha producido un incremento de las emisiones directas de CO 2 con respecto a 2014
498;La mejora de la posición de liquidez ha sido un objetivo prioritario en la estrategia del Grupo en los últimos años, y se ha logrado gracias a la capacidad de captación en el mercado minorista de la extensa red de oficinas, y al amplio y diversificado acceso a los mercados mayoristas a través del modelo de filiales.;¿A qué se ha debido la mejora de la posición de liquidez, objetivo prioritario en la estrategia del Grupo en los últimos años?;a la capacidad de captación en el mercado minorista de la extensa red de oficinas, y al amplio y diversificado acceso a los mercados mayoristas a través del modelo de filiales
499;Viscofan cuenta con un balance y una generación de caja operativa lo suficientemente sólida para seguir mejorando la retribución del accionista hasta un total de 1,55€ por acción para el ejercicio 2017, y que ha propuesto distribuir también en 2018 un dividendo extraordinario de 13 céntimos de euro por acción con cargo a los resultados extraordinarios que se han registrado en 2018 como consecuencia de la indemnización percibida por infracción de patentes.;¿Cuál ha sido la consecuencia de la indemnización percibida por infracción de patentes?;Viscofan cuenta con un balance y una generación de caja operativa lo suficientemente sólida para seguir mejorando la retribución del accionista hasta un total de 1,55€ por acción para el ejercicio 2017, y que ha propuesto distribuir también en 2018 un dividendo extraordinario de 13 céntimos de euro por acción con cargo a los resultados extraordinarios que se han registrado en 2018
500;El programa Closing the Loop es uno de nuestros proyectos más destacados en este sentido, ya que nos permite dar nuevos pasos para desarrollar un ciclo de vida completo y eficiente de nuestros productos a través de nuestros contenedores de recogida de prendas, calzado y accesorios.;¿Por qué el programa Closing the Loop es uno de los proyectos más destacados?;nos permite dar nuevos pasos para desarrollar un ciclo de vida completo y eficiente de nuestros productos a través de nuestros contenedores de recogida de prendas, calzado y accesorios
501;Nuestros productos premium clave también siguieron obteniendo resultados alentadores. Gracias a la combinación de una red sólida, una cartera de productos diversificada y nuestras ofertas a los clientes, conseguimos un porcentaje de productos premium del 20% este año.;¿Qué factores hicieron que consiguieran un porcentaje de productos premium del 20% este año?;la combinación de una red sólida, una cartera de productos diversificada y nuestras ofertas a los clientes
502;A su vez, el auditor externo informa, en su caso, de los principales aspectos de mejora sobre control interno que haya identificado como consecuencia de su trabajo.;¿Cuáles son las consecuencias del trabajo del auditor?;el auditor externo informa, en su caso, de los principales aspectos de mejora sobre control interno que haya identificado
503;No obstante, a raíz del informe de la Comisión Nacional de los Mercados y la Competencia (CNMC) sobre dicha propuesta, el Ministerio empezó a analizar un nuevo mecanismo de ayuda para garantizar la quema de carbón nacional por parte de las centrales térmicas con el objetivo de no poner en riesgo la seguridad de suministro, y que fuera aceptado por Bruselas.;¿Qué sucedió a consecuencia del informe de la CNMC sobre la propuesta?;el Ministerio empezó a analizar un nuevo mecanismo de ayuda para garantizar la quema de carbón nacional por parte de las centrales térmicas con el objetivo de no poner en riesgo la seguridad de suministro, y que fuera aceptado por Bruselas
